date,mid_price,ask_price,bid_price
2024-06-21 08:50:00,1.50128,1.50128,1.50128
2024-06-21 08:51:00,1.50105,1.50105,1.50105
2024-06-21 08:53:00,1.50114,1.50114,1.50114
2024-06-21 08:54:00,1.50065,1.50065,1.50065
2024-06-21 08:55:00,1.50038,1.50038,1.50038
2024-06-21 08:57:00,1.50035,1.50035,1.50035
2024-06-21 08:58:00,1.50031,1.50031,1.50031
2024-06-21 09:00:00,1.49984,1.49984,1.49984
2024-06-21 09:01:00,1.50002,1.50002,1.50002
2024-06-21 09:03:00,1.49999,1.49999,1.49999
2024-06-21 09:04:00,1.49977,1.49977,1.49977
2024-06-21 09:06:00,1.49986,1.49986,1.49986
2024-06-21 09:07:00,1.49999,1.49999,1.49999
2024-06-21 09:08:00,1.49995,1.49995,1.49995
2024-06-21 09:10:00,1.49981,1.49981,1.49981
2024-06-21 09:11:00,1.50015,1.50015,1.50015
2024-06-21 09:13:00,1.50006,1.50006,1.50006
2024-06-21 09:14:00,1.50029,1.50029,1.50029
2024-06-21 09:16:00,1.50047,1.50047,1.50047
2024-06-21 09:17:00,1.50031,1.50031,1.50031
2024-06-21 09:19:00,1.50056,1.50056,1.50056
2024-06-21 09:20:00,1.50096,1.50096,1.50096
2024-06-21 09:22:00,1.50098,1.50098,1.50098
2024-06-21 09:23:00,1.50128,1.50128,1.50128
2024-06-21 09:24:00,1.5013,1.5013,1.5013
2024-06-21 09:26:00,1.50107,1.50107,1.50107
2024-06-21 09:27:00,1.50098,1.50098,1.50098
2024-06-21 09:29:00,1.50071,1.50071,1.50071
2024-06-21 09:30:00,1.50078,1.50078,1.50078
2024-06-21 09:32:00,1.50089,1.50089,1.50089
2024-06-21 09:33:00,1.50105,1.50105,1.50105
2024-06-21 09:35:00,1.50087,1.50087,1.50087
2024-06-21 09:36:00,1.50049,1.50049,1.50049
2024-06-21 09:38:00,1.5004,1.5004,1.5004
2024-06-21 09:39:00,1.50065,1.50065,1.50065
2024-06-21 09:40:00,1.50074,1.50074,1.50074
2024-06-21 09:42:00,1.50067,1.50067,1.50067
2024-06-21 09:43:00,1.50069,1.50069,1.50069
2024-06-21 09:45:00,1.50069,1.50069,1.50069
2024-06-21 09:46:00,1.5008,1.5008,1.5008
2024-06-21 09:48:00,1.50078,1.50078,1.50078
2024-06-21 09:49:00,1.50067,1.50067,1.50067
2024-06-21 09:51:00,1.50085,1.50085,1.50085
2024-06-21 09:52:00,1.50119,1.50119,1.50119
2024-06-21 09:53:00,1.50152,1.50152,1.50152
2024-06-21 09:55:00,1.50139,1.50139,1.50139
2024-06-21 09:56:00,1.50123,1.50123,1.50123
2024-06-21 09:58:00,1.50112,1.50112,1.50112
2024-06-21 09:59:00,1.50119,1.50119,1.50119
2024-06-21 10:01:00,1.50146,1.50146,1.50146
2024-06-21 10:02:00,1.50146,1.50146,1.50146
2024-06-21 10:04:00,1.50119,1.50119,1.50119
2024-06-21 10:05:00,1.5013,1.5013,1.5013
2024-06-21 10:07:00,1.50134,1.50134,1.50134
2024-06-21 10:08:00,1.50164,1.50164,1.50164
2024-06-21 10:09:00,1.50184,1.50184,1.50184
2024-06-21 10:11:00,1.50207,1.50207,1.50207
2024-06-21 10:12:00,1.50225,1.50225,1.50225
2024-06-21 10:14:00,1.50222,1.50222,1.50222
2024-06-21 10:15:00,1.50234,1.50234,1.50234
2024-06-21 10:17:00,1.50225,1.50225,1.50225
2024-06-21 10:18:00,1.50236,1.50236,1.50236
2024-06-21 10:20:00,1.50245,1.50245,1.50245
2024-06-21 10:21:00,1.50243,1.50243,1.50243
2024-06-21 10:23:00,1.50261,1.50261,1.50261
2024-06-21 10:24:00,1.50283,1.50283,1.50283
2024-06-21 10:25:00,1.50295,1.50295,1.50295
2024-06-21 10:27:00,1.50295,1.50295,1.50295
2024-06-21 10:28:00,1.50313,1.50313,1.50313
2024-06-21 10:30:00,1.50299,1.50299,1.50299
2024-06-21 10:31:00,1.50326,1.50326,1.50326
2024-06-21 10:33:00,1.50374,1.50374,1.50374
2024-06-21 10:34:00,1.50351,1.50351,1.50351
2024-06-21 10:36:00,1.50308,1.50308,1.50308
2024-06-21 10:37:00,1.50295,1.50295,1.50295
2024-06-21 10:38:00,1.50317,1.50317,1.50317
2024-06-21 10:40:00,1.50333,1.50333,1.50333
2024-06-21 10:41:00,1.50351,1.50351,1.50351
2024-06-21 10:43:00,1.50365,1.50365,1.50365
2024-06-21 10:44:00,1.5055,1.5055,1.5055
2024-06-21 10:46:00,1.50602,1.50602,1.50602
2024-06-21 10:47:00,1.50541,1.50541,1.50541
2024-06-21 10:49:00,1.50466,1.50466,1.50466
2024-06-21 10:50:00,1.50496,1.50496,1.50496
2024-06-21 10:52:00,1.50559,1.50559,1.50559
2024-06-21 10:53:00,1.50528,1.50528,1.50528
2024-06-21 10:54:00,1.50532,1.50532,1.50532
2024-06-21 10:56:00,1.50489,1.50489,1.50489
2024-06-21 10:57:00,1.50473,1.50473,1.50473
2024-06-21 10:59:00,1.50473,1.50473,1.50473
2024-06-21 11:00:00,1.50494,1.50494,1.50494
2024-06-21 11:02:00,1.50466,1.50466,1.50466
2024-06-21 11:03:00,1.50546,1.50546,1.50546
2024-06-21 11:05:00,1.50559,1.50559,1.50559
2024-06-21 11:06:00,1.50476,1.50476,1.50476
2024-06-21 11:08:00,1.50453,1.50453,1.50453
2024-06-21 11:09:00,1.50448,1.50448,1.50448
2024-06-21 11:10:00,1.50444,1.50444,1.50444
2024-06-21 11:12:00,1.50408,1.50408,1.50408
2024-06-21 11:13:00,1.50376,1.50376,1.50376
2024-06-21 11:15:00,1.50403,1.50403,1.50403
2024-06-21 11:16:00,1.50451,1.50451,1.50451
2024-06-21 11:18:00,1.50448,1.50448,1.50448
2024-06-21 11:19:00,1.50414,1.50414,1.50414
2024-06-21 11:21:00,1.50446,1.50446,1.50446
2024-06-21 11:22:00,1.50464,1.50464,1.50464
2024-06-21 11:23:00,1.50512,1.50512,1.50512
2024-06-21 11:25:00,1.50466,1.50466,1.50466
2024-06-21 11:26:00,1.50476,1.50476,1.50476
2024-06-21 11:28:00,1.50469,1.50469,1.50469
2024-06-21 11:29:00,1.50476,1.50476,1.50476
2024-06-21 11:31:00,1.5046,1.5046,1.5046
2024-06-21 11:32:00,1.505,1.505,1.505
2024-06-21 11:34:00,1.50507,1.50507,1.50507
2024-06-21 11:35:00,1.50503,1.50503,1.50503
2024-06-21 11:37:00,1.50514,1.50514,1.50514
2024-06-21 11:38:00,1.5058,1.5058,1.5058
2024-06-21 11:39:00,1.50596,1.50596,1.50596
2024-06-21 11:41:00,1.50609,1.50609,1.50609
2024-06-21 11:42:00,1.50639,1.50639,1.50639
2024-06-21 11:44:00,1.50639,1.50639,1.50639
2024-06-21 11:45:00,1.50646,1.50646,1.50646
2024-06-21 11:47:00,1.50661,1.50661,1.50661
2024-06-21 11:48:00,1.50625,1.50625,1.50625
2024-06-21 11:50:00,1.50639,1.50639,1.50639
2024-06-21 11:51:00,1.50634,1.50634,1.50634
2024-06-21 11:53:00,1.50652,1.50652,1.50652
2024-06-21 11:54:00,1.50655,1.50655,1.50655
2024-06-21 11:55:00,1.50657,1.50657,1.50657
2024-06-21 11:57:00,1.50664,1.50664,1.50664
2024-06-21 11:58:00,1.50677,1.50677,1.50677
2024-06-21 12:00:00,1.50661,1.50661,1.50661
2024-06-21 12:01:00,1.50673,1.50673,1.50673
2024-06-21 12:03:00,1.50695,1.50695,1.50695
2024-06-21 12:04:00,1.50727,1.50727,1.50727
2024-06-21 12:06:00,1.50695,1.50695,1.50695
2024-06-21 12:07:00,1.50673,1.50673,1.50673
2024-06-21 12:08:00,1.50691,1.50691,1.50691
2024-06-21 12:10:00,1.50659,1.50659,1.50659
2024-06-21 12:11:00,1.50636,1.50636,1.50636
2024-06-21 12:13:00,1.5065,1.5065,1.5065
2024-06-21 12:14:00,1.50702,1.50702,1.50702
2024-06-21 12:16:00,1.50705,1.50705,1.50705
2024-06-21 12:17:00,1.50725,1.50725,1.50725
2024-06-21 12:19:00,1.50716,1.50716,1.50716
2024-06-21 12:20:00,1.50755,1.50755,1.50755
2024-06-21 12:22:00,1.50759,1.50759,1.50759
2024-06-21 12:23:00,1.50775,1.50775,1.50775
2024-06-21 12:24:00,1.50752,1.50752,1.50752
2024-06-21 12:26:00,1.50764,1.50764,1.50764
2024-06-21 12:27:00,1.50789,1.50789,1.50789
2024-06-21 12:29:00,1.50784,1.50784,1.50784
2024-06-21 12:30:00,1.50755,1.50755,1.50755
2024-06-21 12:32:00,1.50775,1.50775,1.50775
2024-06-21 12:33:00,1.50784,1.50784,1.50784
2024-06-21 12:35:00,1.50766,1.50766,1.50766
2024-06-21 12:36:00,1.50775,1.50775,1.50775
2024-06-21 12:38:00,1.50739,1.50739,1.50739
2024-06-21 12:39:00,1.50761,1.50761,1.50761
2024-06-21 12:40:00,1.50775,1.50775,1.50775
2024-06-21 12:42:00,1.50761,1.50761,1.50761
2024-06-21 12:43:00,1.50764,1.50764,1.50764
2024-06-21 12:45:00,1.50714,1.50714,1.50714
2024-06-21 12:46:00,1.50723,1.50723,1.50723
2024-06-21 12:48:00,1.50702,1.50702,1.50702
2024-06-21 12:49:00,1.5068,1.5068,1.5068
2024-06-21 12:51:00,1.50652,1.50652,1.50652
2024-06-21 12:52:00,1.50646,1.50646,1.50646
2024-06-21 12:53:00,1.50621,1.50621,1.50621
2024-06-21 12:55:00,1.5063,1.5063,1.5063
2024-06-21 12:56:00,1.50646,1.50646,1.50646
2024-06-21 12:58:00,1.50621,1.50621,1.50621
2024-06-21 12:59:00,1.50657,1.50657,1.50657
2024-06-23 03:59:00,1.50471,1.50471,1.50471
2024-06-23 04:01:00,1.50453,1.50453,1.50453
2024-06-23 04:02:00,1.50455,1.50455,1.50455
2024-06-23 04:04:00,1.50455,1.50455,1.50455
2024-06-23 04:05:00,1.50421,1.50421,1.50421
2024-06-23 04:07:00,1.50432,1.50432,1.50432
2024-06-23 04:08:00,1.50412,1.50412,1.50412
2024-06-23 04:09:00,1.50426,1.50426,1.50426
2024-06-23 04:11:00,1.50421,1.50421,1.50421
2024-06-23 04:12:00,1.5039,1.5039,1.5039
2024-06-23 04:14:00,1.5036,1.5036,1.5036
2024-06-23 04:15:00,1.50358,1.50358,1.50358
2024-06-23 04:17:00,1.50399,1.50399,1.50399
2024-06-23 04:18:00,1.5039,1.5039,1.5039
2024-06-23 04:20:00,1.50387,1.50387,1.50387
2024-06-23 04:21:00,1.50376,1.50376,1.50376
2024-06-23 04:23:00,1.50394,1.50394,1.50394
2024-06-23 04:24:00,1.50392,1.50392,1.50392
2024-06-23 04:25:00,1.50494,1.50494,1.50494
2024-06-23 04:27:00,1.50491,1.50491,1.50491
2024-06-23 04:28:00,1.50494,1.50494,1.50494
2024-06-23 04:30:00,1.50541,1.50541,1.50541
2024-06-23 04:31:00,1.5058,1.5058,1.5058
2024-06-23 04:33:00,1.50591,1.50591,1.50591
2024-06-23 04:34:00,1.50591,1.50591,1.50591
2024-06-23 04:36:00,1.50566,1.50566,1.50566
2024-06-23 04:37:00,1.50573,1.50573,1.50573
2024-06-23 04:38:00,1.50587,1.50587,1.50587
2024-06-23 04:40:00,1.50584,1.50584,1.50584
2024-06-23 04:41:00,1.5058,1.5058,1.5058
2024-06-23 04:43:00,1.50598,1.50598,1.50598
2024-06-23 04:44:00,1.50641,1.50641,1.50641
2024-06-23 04:46:00,1.50659,1.50659,1.50659
2024-06-23 04:47:00,1.50657,1.50657,1.50657
2024-06-23 04:49:00,1.50648,1.50648,1.50648
2024-06-23 04:50:00,1.5067,1.5067,1.5067
2024-06-23 04:52:00,1.50652,1.50652,1.50652
2024-06-23 04:53:00,1.50657,1.50657,1.50657
2024-06-23 04:54:00,1.50648,1.50648,1.50648
2024-06-23 04:56:00,1.50618,1.50618,1.50618
2024-06-23 04:57:00,1.50632,1.50632,1.50632
2024-06-23 04:59:00,1.50625,1.50625,1.50625
2024-06-23 05:00:00,1.50623,1.50623,1.50623
2024-06-23 05:02:00,1.50625,1.50625,1.50625
2024-06-23 05:03:00,1.50621,1.50621,1.50621
2024-06-23 05:05:00,1.50625,1.50625,1.50625
2024-06-23 05:06:00,1.50621,1.50621,1.50621
2024-06-23 05:08:00,1.50609,1.50609,1.50609
2024-06-23 05:09:00,1.50625,1.50625,1.50625
2024-06-23 05:10:00,1.50625,1.50625,1.50625
2024-06-23 05:12:00,1.50625,1.50625,1.50625
2024-06-23 05:13:00,1.50616,1.50616,1.50616
2024-06-23 05:15:00,1.50621,1.50621,1.50621
2024-06-23 05:16:00,1.50607,1.50607,1.50607
2024-06-23 05:18:00,1.50605,1.50605,1.50605
2024-06-23 05:19:00,1.50605,1.50605,1.50605
2024-06-23 05:21:00,1.50607,1.50607,1.50607
2024-06-23 05:22:00,1.50605,1.50605,1.50605
2024-06-23 05:23:00,1.50596,1.50596,1.50596
2024-06-23 05:25:00,1.50582,1.50582,1.50582
2024-06-23 05:26:00,1.50593,1.50593,1.50593
2024-06-23 05:28:00,1.50593,1.50593,1.50593
2024-06-23 05:29:00,1.50593,1.50593,1.50593
2024-06-23 05:31:00,1.50596,1.50596,1.50596
2024-06-23 05:32:00,1.50593,1.50593,1.50593
2024-06-23 05:34:00,1.50593,1.50593,1.50593
